Board;Tile;Is_Test_Set;GT_Crowns;Detected_Crowns;Error
board_4;tile_0_2;False;1;1;0
board_4;tile_0_3;False;0;0;0
board_4;tile_0_4;False;0;0;0
board_4;tile_1_0;False;0;0;0
board_4;tile_1_1;False;1;1;0
board_4;tile_1_2;False;2;2;0
board_4;tile_1_3;False;0;0;0
board_4;tile_1_4;False;0;0;0
board_4;tile_2_0;False;0;0;0
board_4;tile_2_1;False;0;0;0
board_4;tile_2_2;False;0;0;0
board_4;tile_2_3;False;0;0;0
board_4;tile_2_4;False;0;0;0
board_4;tile_3_0;False;1;1;0
board_4;tile_3_1;False;0;0;0
board_4;tile_3_2;False;0;0;0
board_4;tile_3_3;False;1;1;0
board_4;tile_3_4;False;1;1;0
board_4;tile_4_0;False;0;0;0
board_4;tile_4_1;False;0;0;0
board_4;tile_4_2;False;0;0;0
board_4;tile_4_3;False;0;0;0
board_4;tile_4_4;False;0;0;0
board_5;tile_0_0;False;0;0;0
board_5;tile_0_1;False;0;0;0
board_5;tile_0_2;False;0;0;0
board_5;tile_0_3;False;0;0;0
board_5;tile_0_4;False;0;0;0
board_5;tile_1_0;False;0;0;0
board_5;tile_1_1;False;0;0;0
board_5;tile_1_2;False;0;0;0
board_5;tile_1_3;False;1;1;0
board_5;tile_1_4;False;0;0;0
board_5;tile_2_0;False;0;0;0
board_5;tile_2_1;False;1;1;0
board_5;tile_2_2;False;0;0;0
board_5;tile_2_3;False;0;0;0
board_5;tile_2_4;False;0;0;0
board_5;tile_3_0;False;0;0;0
board_5;tile_3_1;False;2;2;0
board_5;tile_3_2;False;0;0;0
board_5;tile_3_3;False;2;2;0
board_5;tile_3_4;False;1;1;0
board_5;tile_4_0;False;0;0;0
board_5;tile_4_1;False;1;1;0
board_5;tile_4_2;False;0;0;0
board_5;tile_4_3;False;1;1;0
board_5;tile_4_4;False;0;0;0
board_6;tile_0_0;False;0;0;0
board_6;tile_0_1;False;0;0;0
board_6;tile_0_2;False;0;0;0
board_6;tile_0_3;False;2;2;0
board_6;tile_0_4;False;0;0;0
board_6;tile_1_0;False;1;1;0
board_6;tile_1_1;False;1;1;0
board_6;tile_1_2;False;0;0;0
board_6;tile_1_3;False;0;0;0
board_6;tile_1_4;False;0;0;0
board_6;tile_2_0;False;2;2;0
board_6;tile_2_1;False;0;0;0
board_6;tile_2_2;False;0;0;0
board_6;tile_2_3;False;0;0;0
board_6;tile_2_4;False;0;0;0
board_6;tile_3_0;False;2;2;0
board_6;tile_3_1;False;3;3;0
board_6;tile_3_2;False;0;0;0
board_6;tile_3_3;False;0;0;0
board_6;tile_3_4;False;1;1;0
board_6;tile_4_0;False;0;0;0
board_6;tile_4_1;False;0;0;0
board_6;tile_4_2;False;0;0;0
board_6;tile_4_3;False;0;0;0
board_6;tile_4_4;False;0;0;0
board_7;tile_0_0;False;2;2;0
board_7;tile_0_1;False;1;1;0
board_7;tile_0_2;False;0;0;0
board_7;tile_0_3;False;0;0;0
board_7;tile_0_4;False;0;0;0
board_7;tile_1_0;False;0;0;0
board_7;tile_1_1;False;0;0;0
board_7;tile_1_2;False;0;0;0
board_7;tile_1_3;False;0;0;0
board_7;tile_1_4;False;0;0;0
board_7;tile_2_0;False;0;0;0
board_7;tile_2_1;False;1;1;0
board_7;tile_2_2;False;0;0;0
board_7;tile_2_3;False;0;0;0
board_7;tile_2_4;False;1;1;0
board_7;tile_3_0;False;0;0;0
board_7;tile_3_1;False;1;1;0
board_7;tile_3_2;False;0;0;0
board_7;tile_3_3;False;1;1;0
board_7;tile_3_4;False;0;0;0
board_7;tile_4_0;False;0;0;0
board_7;tile_4_1;False;0;0;0
board_7;tile_4_2;False;1;1;0
board_7;tile_4_3;False;0;0;0
board_7;tile_4_4;False;1;1;0
board_8;tile_0_0;False;1;1;0
board_8;tile_0_1;False;0;0;0
board_8;tile_0_2;False;1;1;0
board_8;tile_0_3;False;0;0;0
board_8;tile_0_4;False;0;0;0
board_8;tile_1_0;False;0;0;0
board_8;tile_1_1;False;1;1;0
board_8;tile_1_2;False;2;2;0
board_8;tile_1_3;False;0;0;0
board_8;tile_1_4;False;0;0;0
board_8;tile_2_0;False;0;0;0
board_8;tile_2_1;False;0;0;0
board_8;tile_2_2;False;0;0;0
board_8;tile_2_3;False;0;0;0
board_8;tile_2_4;False;0;0;0
board_8;tile_3_0;False;1;1;0
board_8;tile_3_1;False;0;0;0
board_8;tile_3_2;False;0;0;0
board_8;tile_3_3;False;1;1;0
board_8;tile_3_4;False;1;1;0
board_8;tile_4_0;False;0;0;0
board_8;tile_4_1;False;0;0;0
board_8;tile_4_2;False;0;0;0
board_8;tile_4_3;False;0;0;0
board_8;tile_4_4;False;0;0;0
board_9;tile_0_0;False;0;0;0
board_9;tile_0_1;False;2;2;0
board_9;tile_0_2;False;0;0;0
board_9;tile_0_3;False;1;1;0
board_9;tile_0_4;False;0;0;0
board_9;tile_1_0;False;0;0;0
board_9;tile_1_1;False;1;1;0
board_9;tile_1_2;False;0;0;0
board_9;tile_1_3;False;1;1;0
board_9;tile_1_4;False;1;1;0
board_9;tile_2_0;False;0;0;0
board_9;tile_2_1;False;0;0;0
board_9;tile_2_2;False;2;2;0
board_9;tile_2_3;False;0;0;0
board_9;tile_2_4;False;0;0;0
board_9;tile_3_0;False;0;0;0
board_9;tile_3_1;False;1;1;0
board_9;tile_3_2;False;0;0;0
board_9;tile_3_3;False;0;0;0
board_9;tile_3_4;False;0;0;0
board_9;tile_4_0;False;1;1;0
board_9;tile_4_1;False;0;0;0
board_9;tile_4_2;False;1;1;0
board_9;tile_4_3;False;0;0;0
board_9;tile_4_4;False;0;0;0
board_10;tile_0_0;False;1;1;0
board_10;tile_0_1;False;0;0;0
board_10;tile_0_2;False;2;2;0
board_10;tile_0_3;False;2;2;0
board_10;tile_0_4;False;0;0;0
board_10;tile_1_0;False;0;0;0
board_10;tile_1_1;False;1;1;0
board_10;tile_1_2;False;0;0;0
board_10;tile_1_3;False;0;0;0
board_10;tile_1_4;False;0;0;0
board_10;tile_2_0;False;0;0;0
board_10;tile_2_1;False;0;0;0
board_10;tile_2_2;False;0;0;0
board_10;tile_2_3;False;2;2;0
board_10;tile_2_4;False;0;0;0
board_10;tile_3_0;False;0;0;0
board_10;tile_3_1;False;1;1;0
board_10;tile_3_2;False;0;0;0
board_10;tile_3_3;False;0;0;0
board_10;tile_3_4;False;0;0;0
board_10;tile_4_0;False;0;0;0
board_10;tile_4_1;False;1;1;0
board_10;tile_4_2;False;0;0;0
board_10;tile_4_3;False;1;1;0
board_10;tile_4_4;False;0;0;0
board_11;tile_0_0;False;0;0;0
board_11;tile_0_1;False;1;1;0
board_11;tile_0_2;False;0;0;0
board_11;tile_0_3;False;0;0;0
board_11;tile_0_4;False;0;0;0
board_11;tile_1_0;False;1;1;0
board_11;tile_1_1;False;0;0;0
board_11;tile_1_2;False;1;1;0
board_11;tile_1_3;False;0;0;0
board_11;tile_1_4;False;0;0;0
board_11;tile_2_0;False;1;1;0
board_11;tile_2_1;False;0;0;0
board_11;tile_2_2;False;0;0;0
board_11;tile_2_3;False;1;1;0
board_11;tile_2_4;False;0;0;0
board_11;tile_3_0;False;0;0;0
board_11;tile_3_1;False;1;1;0
board_11;tile_3_2;False;0;0;0
board_11;tile_3_3;False;1;1;0
board_11;tile_3_4;False;0;0;0
board_11;tile_4_0;False;0;0;0
board_11;tile_4_1;False;0;0;0
board_11;tile_4_2;False;0;0;0
board_11;tile_4_3;False;0;0;0
board_11;tile_4_4;False;0;0;0
board_12;tile_0_0;False;0;0;0
board_12;tile_0_1;False;0;0;0
board_12;tile_0_2;False;0;0;0
board_12;tile_0_3;False;0;0;0
board_12;tile_0_4;False;0;0;0
board_12;tile_1_0;False;0;0;0
board_12;tile_1_1;False;1;1;0
board_12;tile_1_2;False;0;0;0
board_12;tile_1_3;False;0;0;0
board_12;tile_1_4;False;0;0;0
board_12;tile_2_0;False;0;0;0
board_12;tile_2_1;False;0;0;0
board_12;tile_2_2;False;2;2;0
board_12;tile_2_3;False;0;0;0
board_12;tile_2_4;False;0;0;0
board_12;tile_3_0;False;0;0;0
board_12;tile_3_1;False;2;2;0
board_12;tile_3_2;False;0;0;0
board_12;tile_3_3;False;0;0;0
board_12;tile_3_4;False;0;0;0
board_12;tile_4_0;False;0;0;0
board_12;tile_4_1;False;0;0;0
board_12;tile_4_2;False;0;0;0
board_12;tile_4_3;False;0;0;0
board_12;tile_4_4;False;1;1;0
board_13;tile_0_0;False;0;0;0
board_13;tile_0_1;False;2;2;0
board_13;tile_0_2;False;0;0;0
board_13;tile_0_3;False;1;1;0
board_13;tile_0_4;False;0;0;0
board_13;tile_1_0;False;0;0;0
board_13;tile_1_1;False;1;1;0
board_13;tile_1_2;False;0;0;0
board_13;tile_1_3;False;1;1;0
board_13;tile_1_4;False;1;1;0
board_13;tile_2_0;False;0;0;0
board_13;tile_2_1;False;0;0;0
board_13;tile_2_2;False;2;2;0
board_13;tile_2_3;False;0;0;0
board_13;tile_2_4;False;0;0;0
board_13;tile_3_0;False;0;0;0
board_13;tile_3_1;False;1;1;0
board_13;tile_3_2;False;0;0;0
board_13;tile_3_3;False;0;0;0
board_13;tile_3_4;False;0;0;0
board_13;tile_4_0;False;1;1;0
board_13;tile_4_1;False;0;0;0
board_13;tile_4_2;False;1;1;0
board_13;tile_4_3;False;0;0;0
board_13;tile_4_4;False;0;0;0
board_14;tile_0_0;False;1;1;0
board_14;tile_0_1;False;0;0;0
board_14;tile_0_2;False;2;2;0
board_14;tile_0_3;False;2;2;0
board_14;tile_0_4;False;0;0;0
board_14;tile_1_0;False;0;0;0
board_14;tile_1_1;False;1;1;0
board_14;tile_1_2;False;0;0;0
board_14;tile_1_3;False;0;0;0
board_14;tile_1_4;False;0;0;0
board_14;tile_2_0;False;0;0;0
board_14;tile_2_1;False;0;0;0
board_14;tile_2_2;False;0;0;0
board_14;tile_2_3;False;2;2;0
board_14;tile_2_4;False;0;0;0
board_14;tile_3_0;False;0;0;0
board_14;tile_3_1;False;1;1;0
board_14;tile_3_2;False;0;0;0
board_14;tile_3_3;False;0;0;0
board_14;tile_3_4;False;0;0;0
board_14;tile_4_0;False;0;0;0
board_14;tile_4_1;False;1;1;0
board_14;tile_4_2;False;0;0;0
board_14;tile_4_3;False;1;1;0
board_14;tile_4_4;False;0;0;0
board_15;tile_0_0;False;0;0;0
board_15;tile_0_1;False;1;1;0
board_15;tile_0_2;False;0;0;0
board_15;tile_0_3;False;0;0;0
board_15;tile_0_4;False;0;0;0
board_15;tile_1_0;False;1;1;0
board_15;tile_1_1;False;0;0;0
board_15;tile_1_2;False;1;1;0
board_15;tile_1_3;False;0;0;0
board_15;tile_1_4;False;0;0;0
board_15;tile_2_0;False;1;1;0
board_15;tile_2_1;False;0;0;0
board_15;tile_2_2;False;0;0;0
board_15;tile_2_3;False;1;1;0
board_15;tile_2_4;False;0;0;0
board_15;tile_3_0;False;0;0;0
board_15;tile_3_1;False;1;1;0
board_15;tile_3_2;False;0;0;0
board_15;tile_3_3;False;1;1;0
board_15;tile_3_4;False;0;0;0
board_15;tile_4_0;False;0;0;0
board_15;tile_4_1;False;0;0;0
board_15;tile_4_2;False;0;0;0
board_15;tile_4_3;False;0;0;0
board_15;tile_4_4;False;0;0;0
board_16;tile_0_0;False;0;0;0
board_16;tile_0_1;False;0;0;0
board_16;tile_0_2;False;0;0;0
board_16;tile_0_3;False;0;0;0
board_16;tile_0_4;False;0;0;0
board_16;tile_1_0;False;0;0;0
board_16;tile_1_1;False;1;1;0
board_16;tile_1_2;False;0;0;0
board_16;tile_1_3;False;0;0;0
board_16;tile_1_4;False;0;0;0
board_16;tile_2_0;False;0;0;0
board_16;tile_2_1;False;0;0;0
board_16;tile_2_2;False;2;2;0
board_16;tile_2_3;False;0;0;0
board_16;tile_2_4;False;0;0;0
board_16;tile_3_0;False;0;0;0
board_16;tile_3_1;False;2;2;0
board_16;tile_3_2;False;0;0;0
board_16;tile_3_3;False;0;0;0
board_16;tile_3_4;False;0;0;0
board_16;tile_4_0;False;0;0;0
board_16;tile_4_1;False;0;0;0
board_16;tile_4_2;False;0;0;0
board_16;tile_4_3;False;0;0;0
board_16;tile_4_4;False;1;1;0
board_17;tile_0_0;False;0;0;0
board_17;tile_0_1;False;0;0;0
board_17;tile_0_2;False;2;2;0
board_17;tile_0_3;False;0;0;0
board_17;tile_0_4;False;0;0;0
board_17;tile_1_0;False;0;0;0
board_17;tile_1_1;False;0;0;0
board_17;tile_1_2;False;0;0;0
board_17;tile_1_3;False;0;0;0
board_17;tile_1_4;False;0;0;0
board_17;tile_2_0;False;2;2;0
board_17;tile_2_1;False;0;0;0
board_17;tile_2_2;False;0;0;0
board_17;tile_2_3;False;0;0;0
board_17;tile_2_4;False;1;1;0
board_17;tile_3_0;False;1;1;0
board_17;tile_3_1;False;1;1;0
board_17;tile_3_2;False;0;0;0
board_17;tile_3_3;False;1;1;0
board_17;tile_3_4;False;0;0;0
board_17;tile_4_0;False;0;0;0
board_17;tile_4_1;False;2;2;0
board_17;tile_4_2;False;0;0;0
board_17;tile_4_3;False;0;0;0
board_17;tile_4_4;False;0;0;0
board_18;tile_0_0;False;0;0;0
board_18;tile_0_1;False;1;1;0
board_18;tile_0_2;False;0;0;0
board_18;tile_0_3;False;0;0;0
board_18;tile_0_4;False;0;0;0
board_18;tile_1_0;False;0;0;0
board_18;tile_1_1;False;0;0;0
board_18;tile_1_2;False;1;1;0
board_18;tile_1_3;False;0;0;0
board_18;tile_1_4;False;1;1;0
board_18;tile_2_0;False;0;0;0
board_18;tile_2_1;False;0;0;0
board_18;tile_2_2;False;0;0;0
board_18;tile_2_3;False;1;1;0
board_18;tile_2_4;False;0;0;0
board_18;tile_3_0;False;0;0;0
board_18;tile_3_1;False;1;1;0
board_18;tile_3_2;False;0;0;0
board_18;tile_3_3;False;0;0;0
board_18;tile_3_4;False;1;1;0
board_18;tile_4_0;False;0;0;0
board_18;tile_4_1;False;0;0;0
board_18;tile_4_2;False;0;0;0
board_18;tile_4_3;False;0;0;0
board_18;tile_4_4;False;0;0;0
board_19;tile_0_0;True;1;1;0
board_19;tile_0_1;True;0;0;0
board_19;tile_0_2;True;0;0;0
board_19;tile_0_3;True;0;0;0
board_19;tile_0_4;True;0;0;0
board_19;tile_1_0;True;0;0;0
board_19;tile_1_1;True;1;1;0
board_19;tile_1_2;True;0;0;0
board_19;tile_1_3;True;0;0;0
board_19;tile_1_4;True;0;0;0
board_19;tile_2_0;True;2;2;0
board_19;tile_2_1;True;0;0;0
board_19;tile_2_2;True;0;0;0
board_19;tile_2_3;True;0;0;0
board_19;tile_2_4;True;0;0;0
board_19;tile_3_0;True;2;2;0
board_19;tile_3_1;True;3;3;0
board_19;tile_3_2;True;0;0;0
board_19;tile_3_3;True;1;1;0
board_19;tile_3_4;True;0;0;0
board_19;tile_4_0;True;0;0;0
board_19;tile_4_1;True;0;0;0
board_19;tile_4_2;True;0;0;0
board_19;tile_4_3;True;0;0;0
board_19;tile_4_4;True;1;1;0
board_20;tile_0_0;False;1;1;0
board_20;tile_0_1;False;0;0;0
board_20;tile_0_2;False;0;0;0
board_20;tile_0_3;False;0;0;0
board_20;tile_0_4;False;0;0;0
board_20;tile_1_0;False;0;0;0
board_20;tile_1_1;False;1;1;0
board_20;tile_1_2;False;0;0;0
board_20;tile_1_3;False;0;0;0
board_20;tile_1_4;False;1;1;0
board_20;tile_2_0;False;2;2;0
board_20;tile_2_1;False;0;0;0
board_20;tile_2_2;False;0;0;0
board_20;tile_2_3;False;0;0;0
board_20;tile_2_4;False;1;1;0
board_20;tile_3_0;False;1;1;0
board_20;tile_3_1;False;0;0;0
board_20;tile_3_2;False;0;0;0
board_20;tile_3_3;False;2;2;0
board_20;tile_3_4;False;1;1;0
board_20;tile_4_0;False;0;0;0
board_20;tile_4_1;False;1;1;0
board_20;tile_4_2;False;0;0;0
board_20;tile_4_3;False;0;0;0
board_20;tile_4_4;False;0;0;0
board_21;tile_0_0;False;0;0;0
board_21;tile_0_1;False;0;0;0
board_21;tile_0_2;False;2;2;0
board_21;tile_0_3;False;0;0;0
board_21;tile_0_4;False;0;0;0
board_21;tile_1_0;False;0;0;0
board_21;tile_1_1;False;0;0;0
board_21;tile_1_2;False;0;0;0
board_21;tile_1_3;False;0;0;0
board_21;tile_1_4;False;0;0;0
board_21;tile_2_0;False;2;2;0
board_21;tile_2_1;False;0;0;0
board_21;tile_2_2;False;0;0;0
board_21;tile_2_3;False;0;0;0
board_21;tile_2_4;False;1;1;0
board_21;tile_3_0;False;1;1;0
board_21;tile_3_1;False;1;1;0
board_21;tile_3_2;False;0;0;0
board_21;tile_3_3;False;1;1;0
board_21;tile_3_4;False;0;0;0
board_21;tile_4_0;False;0;0;0
board_21;tile_4_1;False;2;2;0
board_21;tile_4_2;False;0;0;0
board_21;tile_4_3;False;0;0;0
board_21;tile_4_4;False;0;0;0
board_22;tile_0_0;False;0;0;0
board_22;tile_0_1;False;1;1;0
board_22;tile_0_2;False;0;0;0
board_22;tile_0_3;False;0;0;0
board_22;tile_0_4;False;0;0;0
board_22;tile_1_0;False;0;0;0
board_22;tile_1_1;False;0;0;0
board_22;tile_1_2;False;1;1;0
board_22;tile_1_3;False;0;0;0
board_22;tile_1_4;False;1;1;0
board_22;tile_2_0;False;0;0;0
board_22;tile_2_1;False;0;0;0
board_22;tile_2_2;False;0;0;0
board_22;tile_2_3;False;1;1;0
board_22;tile_2_4;False;0;0;0
board_22;tile_3_0;False;0;0;0
board_22;tile_3_1;False;1;1;0
board_22;tile_3_2;False;0;0;0
board_22;tile_3_3;False;0;0;0
board_22;tile_3_4;False;1;1;0
board_22;tile_4_0;False;0;0;0
board_22;tile_4_1;False;0;0;0
board_22;tile_4_2;False;0;0;0
board_22;tile_4_3;False;0;0;0
board_22;tile_4_4;False;0;0;0
board_23;tile_0_0;True;1;1;0
board_23;tile_0_1;True;0;0;0
board_23;tile_0_2;True;0;0;0
board_23;tile_0_3;True;0;0;0
board_23;tile_0_4;True;0;0;0
board_23;tile_1_0;True;0;0;0
board_23;tile_1_1;True;1;1;0
board_23;tile_1_2;True;0;0;0
board_23;tile_1_3;True;0;0;0
board_23;tile_1_4;True;0;0;0
board_23;tile_2_0;True;2;2;0
board_23;tile_2_1;True;0;0;0
board_23;tile_2_2;True;0;0;0
board_23;tile_2_3;True;0;0;0
board_23;tile_2_4;True;0;0;0
board_23;tile_3_0;True;2;2;0
board_23;tile_3_1;True;3;3;0
board_23;tile_3_2;True;0;0;0
board_23;tile_3_3;True;1;1;0
board_23;tile_3_4;True;0;0;0
board_23;tile_4_0;True;0;0;0
board_23;tile_4_1;True;0;0;0
board_23;tile_4_2;True;0;0;0
board_23;tile_4_3;True;0;0;0
board_23;tile_4_4;True;1;1;0
board_24;tile_0_0;False;1;1;0
board_24;tile_0_1;False;0;0;0
board_24;tile_0_2;False;0;0;0
board_24;tile_0_3;False;0;0;0
board_24;tile_0_4;False;0;0;0
board_24;tile_1_0;False;0;0;0
board_24;tile_1_1;False;1;1;0
board_24;tile_1_2;False;0;0;0
board_24;tile_1_3;False;0;0;0
board_24;tile_1_4;False;1;1;0
board_24;tile_2_0;False;2;2;0
board_24;tile_2_1;False;0;0;0
board_24;tile_2_2;False;0;0;0
board_24;tile_2_3;False;0;0;0
board_24;tile_2_4;False;1;1;0
board_24;tile_3_0;False;1;1;0
board_24;tile_3_1;False;0;0;0
board_24;tile_3_2;False;0;0;0
board_24;tile_3_3;False;2;2;0
board_24;tile_3_4;False;1;1;0
board_24;tile_4_0;False;0;0;0
board_24;tile_4_1;False;1;1;0
board_24;tile_4_2;False;0;0;0
board_24;tile_4_3;False;0;0;0
board_24;tile_4_4;False;0;0;0
board_25;tile_0_0;True;0;0;0
board_25;tile_0_1;True;0;0;0
board_25;tile_0_2;True;1;1;0
board_25;tile_0_3;True;1;1;0
board_25;tile_0_4;True;0;0;0
board_25;tile_1_0;True;0;0;0
board_25;tile_1_1;True;0;0;0
board_25;tile_1_2;True;0;0;0
board_25;tile_1_3;True;0;0;0
board_25;tile_1_4;True;1;1;0
board_25;tile_2_0;True;0;0;0
board_25;tile_2_1;True;1;1;0
board_25;tile_2_2;True;0;0;0
board_25;tile_2_3;True;0;0;0
board_25;tile_2_4;True;0;0;0
board_25;tile_3_0;True;1;1;0
board_25;tile_3_1;True;0;0;0
board_25;tile_3_2;True;0;0;0
board_25;tile_3_3;True;2;2;0
board_25;tile_3_4;True;0;0;0
board_25;tile_4_0;True;0;0;0
board_25;tile_4_1;True;1;1;0
board_25;tile_4_2;True;2;2;0
board_25;tile_4_3;True;0;0;0
board_25;tile_4_4;True;1;1;0
board_26;tile_0_0;False;0;0;0
board_26;tile_0_1;False;0;0;0
board_26;tile_0_2;False;0;0;0
board_26;tile_0_3;False;0;0;0
board_26;tile_0_4;False;0;0;0
board_26;tile_1_0;False;1;1;0
board_26;tile_1_1;False;0;0;0
board_26;tile_1_2;False;0;0;0
board_26;tile_1_3;False;0;0;0
board_26;tile_1_4;False;0;0;0
board_26;tile_2_0;False;1;1;0
board_26;tile_2_1;False;0;0;0
board_26;tile_2_2;False;0;0;0
board_26;tile_2_3;False;0;0;0
board_26;tile_2_4;False;1;1;0
board_26;tile_3_0;False;0;0;0
board_26;tile_3_1;False;0;0;0
board_26;tile_3_2;False;1;1;0
board_26;tile_3_3;False;0;0;0
board_26;tile_3_4;False;1;1;0
board_26;tile_4_0;False;1;1;0
board_26;tile_4_1;False;0;0;0
board_26;tile_4_2;False;0;0;0
board_26;tile_4_3;False;0;0;0
board_26;tile_4_4;False;0;0;0
board_27;tile_0_0;False;0;0;0
board_27;tile_0_1;False;0;0;0
board_27;tile_0_2;False;0;0;0
board_27;tile_0_3;False;0;0;0
board_27;tile_0_4;False;0;0;0
board_27;tile_1_0;False;0;0;0
board_27;tile_1_1;False;1;1;0
board_27;tile_1_2;False;2;2;0
board_27;tile_1_3;False;0;0;0
board_27;tile_1_4;False;0;0;0
board_27;tile_2_0;False;0;0;0
board_27;tile_2_1;False;2;2;0
board_27;tile_2_2;False;0;0;0
board_27;tile_2_3;False;0;0;0
board_27;tile_2_4;False;1;1;0
board_27;tile_3_0;False;1;1;0
board_27;tile_3_1;False;0;0;0
board_27;tile_3_2;False;0;0;0
board_27;tile_3_3;False;1;1;0
board_27;tile_3_4;False;0;0;0
board_27;tile_4_0;False;0;0;0
board_27;tile_4_1;False;0;0;0
board_27;tile_4_2;False;1;1;0
board_27;tile_4_3;False;0;0;0
board_27;tile_4_4;False;0;0;0
board_28;tile_0_0;False;2;2;0
board_28;tile_0_1;False;3;3;0
board_28;tile_0_2;False;0;0;0
board_28;tile_0_3;False;1;1;0
board_28;tile_0_4;False;0;0;0
board_28;tile_1_0;False;0;0;0
board_28;tile_1_1;False;2;2;0
board_28;tile_1_2;False;0;0;0
board_28;tile_1_3;False;0;0;0
board_28;tile_1_4;False;0;0;0
board_28;tile_2_0;False;0;0;0
board_28;tile_2_1;False;0;0;0
board_28;tile_2_2;False;1;1;0
board_28;tile_2_3;False;0;0;0
board_28;tile_2_4;False;0;0;0
board_28;tile_3_0;False;2;2;0
board_28;tile_3_1;False;1;1;0
board_28;tile_3_2;False;0;0;0
board_28;tile_3_3;False;0;0;0
board_28;tile_3_4;False;0;0;0
board_28;tile_4_0;False;0;0;0
board_28;tile_4_1;False;0;0;0
board_28;tile_4_2;False;0;0;0
board_28;tile_4_3;False;0;0;0
board_28;tile_4_4;False;1;1;0
board_29;tile_0_0;True;0;0;0
board_29;tile_0_1;True;1;1;0
board_29;tile_0_2;True;0;0;0
board_29;tile_0_3;True;0;0;0
board_29;tile_0_4;True;1;1;0
board_29;tile_1_0;True;1;1;0
board_29;tile_1_1;True;0;0;0
board_29;tile_1_2;True;0;0;0
board_29;tile_1_3;True;2;2;0
board_29;tile_1_4;True;0;0;0
board_29;tile_2_0;True;1;1;0
board_29;tile_2_1;True;0;0;0
board_29;tile_2_2;True;0;0;0
board_29;tile_2_3;True;0;0;0
board_29;tile_2_4;True;2;2;0
board_29;tile_3_0;True;0;0;0
board_29;tile_3_1;True;0;0;0
board_29;tile_3_2;True;1;1;0
board_29;tile_3_3;True;0;0;0
board_29;tile_3_4;True;1;1;0
board_29;tile_4_0;True;0;0;0
board_29;tile_4_1;True;0;0;0
board_29;tile_4_2;True;0;0;0
board_29;tile_4_3;True;0;0;0
board_29;tile_4_4;True;0;0;0
board_30;tile_0_0;False;0;0;0
board_30;tile_0_1;False;0;0;0
board_30;tile_0_2;False;0;0;0
board_30;tile_0_3;False;0;0;0
board_30;tile_0_4;False;0;0;0
board_30;tile_1_0;False;1;1;0
board_30;tile_1_1;False;0;0;0
board_30;tile_1_2;False;0;0;0
